Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount
South India,Payasam,Ugadi,Kannada,Upper,639.03
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,628.86
South India,Payasam,Onam,Malayalam,Upper,631.1
West India,Puran Poli,Navratri,Gujarati,Upper,473.71
South India,Mysore Pak,Pongal,Tamil,Upper,992.8
North India,Ladoo,Holi,Urdu,Upper,294.39
North India,Ladoo,Karva Chauth,Punjabi,Middle,744.71
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,667.87
South India,Payasam,Diwali,Tamil,Upper,879.43
West India,Shrikhand,Navratri,Konkani,Upper,937.65
East India,Rasgulla,Makar Sankranti,Bengali,Middle,580.61
West India,Mohanthal,Ganesh Chaturthi,Marathi,Lower,812.26
East India,Chhena Poda,Makar Sankranti,Bengali,Lower,621.27
South India,Payasam,Pongal,Telugu,Lower,829.28
South India,Mysore Pak,Diwali,Tamil,Middle,701.24
East India,Sandesh,Rath Yatra,Bengali,Lower,866.45
East India,Chhena Poda,Durga Puja,Assamese,Middle,536.62
East India,Sandesh,Durga Puja,Assamese,Lower,385.29
East India,Pitha,Makar Sankranti,Bengali,Lower,911.01
East India,Rasgulla,Rath Yatra,Odia,Upper,475.03
West India,Mohanthal,Navratri,Gujarati,Upper,360.74
East India,Pitha,Rath Yatra,Bengali,Middle,820.55
South India,Mysore Pak,Onam,Kannada,Upper,785.03
East India,Pitha,Rath Yatra,Bengali,Lower,958.65
West India,Shrikhand,Navratri,Konkani,Middle,585.51
South India,Payasam,Ugadi,Kannada,Middle,495.32
East India,Chhena Poda,Poila Baisakh,Assamese,Upper,340.47
North India,Rasgulla,Holi,Hindi,Lower,826.04
South India,Payasam,Diwali,Malayalam,Upper,898.06
West India,Ladoo,Navratri,Gujarati,Lower,933.96
South India,Mysore Pak,Diwali,Tamil,Upper,240.59
East India,Chhena Poda,Poila Baisakh,Assamese,Upper,137.06
North India,Rasgulla,Baisakhi,Hindi,Lower,861.96
South India,Kozhukattai,Diwali,Tamil,Upper,390.72
North India,Ladoo,Diwali,Punjabi,Lower,503.85
South India,Payasam,Onam,Telugu,Middle,363.97
South India,Kozhukattai,Pongal,Telugu,Upper,647.94
South India,Kozhukattai,Diwali,Kannada,Lower,901.11
South India,Boondi Laddu,Ugadi,Tamil,Lower,121.79
East India,Rasgulla,Rath Yatra,Odia,Middle,451.05
West India,Puran Poli,Navratri,Gujarati,Middle,780.41
North India,Rasgulla,Diwali,Urdu,Middle,625.96
South India,Payasam,Diwali,Telugu,Middle,563.55
North India,Rasgulla,Baisakhi,Punjabi,Middle,393.63
South India,Kozhukattai,Ugadi,Kannada,Lower,498.98
South India,Mysore Pak,Diwali,Kannada,Middle,855.27
East India,Chhena Poda,Poila Baisakh,Bengali,Middle,766.91
South India,Kozhukattai,Ugadi,Malayalam,Middle,470.43
North India,Gulab Jamun,Holi,Hindi,Lower,367.09
West India,Shrikhand,Ganesh Chaturthi,Konkani,Upper,359.51
West India,Mohanthal,Gudi Padwa,Gujarati,Lower,371.71
East India,Sandesh,Rath Yatra,Odia,Lower,661.17
North India,Rasgulla,Diwali,Punjabi,Upper,304.44
North India,Gulab Jamun,Diwali,Hindi,Lower,397.15
North India,Rasgulla,Baisakhi,Urdu,Upper,714.01
North India,Barfi,Baisakhi,Urdu,Lower,437.43
South India,Kozhukattai,Diwali,Telugu,Middle,967.92
North India,Barfi,Karva Chauth,Hindi,Middle,396.4
North India,Gulab Jamun,Karva Chauth,Punjabi,Middle,713.93
South India,Kozhukattai,Pongal,Malayalam,Lower,658.24
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Lower,570.28
South India,Payasam,Pongal,Malayalam,Lower,725.74
East India,Chhena Poda,Rath Yatra,Odia,Lower,818.35
East India,Rasgulla,Durga Puja,Assamese,Upper,894.82
South India,Payasam,Diwali,Kannada,Lower,579.33
North India,Rasgulla,Karva Chauth,Hindi,Upper,426.71
East India,Sandesh,Rath Yatra,Odia,Lower,893.2
West India,Mohanthal,Ganesh Chaturthi,Konkani,Lower,206.57
North India,Ladoo,Baisakhi,Punjabi,Upper,254.94
West India,Shrikhand,Navratri,Marathi,Middle,949.03
South India,Kozhukattai,Onam,Tamil,Upper,647.14
North India,Barfi,Diwali,Urdu,Middle,860.85
East India,Chhena Poda,Poila Baisakh,Odia,Upper,290.32
West India,Puran Poli,Diwali,Marathi,Middle,845.05
South India,Boondi Laddu,Diwali,Tamil,Upper,906.93
East India,Sandesh,Makar Sankranti,Odia,Lower,272.19
East India,Pitha,Makar Sankranti,Odia,Lower,560.51
West India,Shrikhand,Ganesh Chaturthi,Marathi,Middle,140.7
West India,Puran Poli,Ganesh Chaturthi,Marathi,Lower,105.72
East India,Pitha,Rath Yatra,Bengali,Upper,926.05
North India,Gulab Jamun,Holi,Urdu,Middle,139.14
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,627.39
North India,Rasgulla,Baisakhi,Punjabi,Lower,754.48
East India,Pitha,Rath Yatra,Odia,Lower,630.08
East India,Chhena Poda,Rath Yatra,Bengali,Upper,568.89
South India,Boondi Laddu,Pongal,Malayalam,Upper,471.37
North India,Gulab Jamun,Karva Chauth,Hindi,Upper,531.73
East India,Pitha,Durga Puja,Assamese,Lower,196.84
East India,Rasgulla,Poila Baisakh,Assamese,Lower,767.6
South India,Mysore Pak,Ugadi,Kannada,Lower,781.31
East India,Pitha,Poila Baisakh,Odia,Upper,150.79
North India,Gulab Jamun,Baisakhi,Hindi,Lower,192.68
North India,Gulab Jamun,Diwali,Urdu,Upper,146.42
North India,Rasgulla,Karva Chauth,Urdu,Upper,991.11
South India,Mysore Pak,Ugadi,Tamil,Upper,814.63
North India,Rasgulla,Karva Chauth,Hindi,Upper,139.63
East India,Pitha,Poila Baisakh,Bengali,Middle,258.42
North India,Ladoo,Baisakhi,Urdu,Lower,616.93
East India,Sandesh,Makar Sankranti,Odia,Middle,306.97
South India,Payasam,Diwali,Telugu,Upper,149.88
West India,Puran Poli,Gudi Padwa,Gujarati,Lower,957.2
East India,Rasgulla,Durga Puja,Assamese,Upper,893.96
East India,Sandesh,Poila Baisakh,Assamese,Middle,755.87
South India,Kozhukattai,Ugadi,Telugu,Upper,637.41
South India,Boondi Laddu,Ugadi,Kannada,Middle,562.94
South India,Boondi Laddu,Diwali,Malayalam,Lower,660.4
South India,Kozhukattai,Onam,Malayalam,Upper,447.07
South India,Kozhukattai,Diwali,Tamil,Lower,382.8
North India,Gulab Jamun,Diwali,Hindi,Upper,132.17
North India,Gulab Jamun,Diwali,Hindi,Middle,638.41
East India,Sandesh,Poila Baisakh,Odia,Upper,807.54
East India,Rasgulla,Rath Yatra,Odia,Upper,202.0
North India,Ladoo,Baisakhi,Urdu,Lower,536.04
West India,Mohanthal,Navratri,Gujarati,Lower,451.89
South India,Kozhukattai,Onam,Malayalam,Upper,368.04
East India,Rasgulla,Durga Puja,Odia,Middle,502.16
South India,Mysore Pak,Diwali,Telugu,Upper,262.55
West India,Ladoo,Gudi Padwa,Konkani,Upper,953.72
East India,Rasgulla,Poila Baisakh,Assamese,Middle,517.27
East India,Pitha,Rath Yatra,Assamese,Lower,149.62
West India,Mohanthal,Navratri,Konkani,Upper,168.31
East India,Rasgulla,Rath Yatra,Odia,Lower,106.74
East India,Sandesh,Poila Baisakh,Odia,Lower,907.22
East India,Chhena Poda,Durga Puja,Assamese,Lower,234.28
East India,Chhena Poda,Rath Yatra,Bengali,Upper,172.88
East India,Sandesh,Poila Baisakh,Bengali,Lower,140.47
West India,Ladoo,Navratri,Gujarati,Lower,370.71
South India,Mysore Pak,Pongal,Malayalam,Upper,102.19
North India,Rasgulla,Diwali,Urdu,Middle,372.91
East India,Chhena Poda,Durga Puja,Bengali,Upper,325.21
North India,Ladoo,Diwali,Hindi,Middle,938.44
East India,Rasgulla,Poila Baisakh,Bengali,Middle,807.28
South India,Mysore Pak,Onam,Telugu,Lower,905.32
West India,Mohanthal,Gudi Padwa,Marathi,Middle,664.57
South India,Boondi Laddu,Ugadi,Tamil,Lower,642.75
South India,Kozhukattai,Onam,Telugu,Upper,849.22
East India,Pitha,Durga Puja,Odia,Lower,935.48
South India,Mysore Pak,Onam,Kannada,Middle,101.55
South India,Kozhukattai,Pongal,Telugu,Upper,153.59
North India,Ladoo,Karva Chauth,Hindi,Middle,287.65
East India,Sandesh,Poila Baisakh,Bengali,Lower,163.75
North India,Barfi,Karva Chauth,Hindi,Middle,262.45
North India,Barfi,Karva Chauth,Punjabi,Lower,960.65
West India,Mohanthal,Ganesh Chaturthi,Marathi,Lower,268.44
East India,Chhena Poda,Durga Puja,Odia,Upper,772.73
South India,Payasam,Diwali,Malayalam,Lower,797.68
East India,Chhena Poda,Durga Puja,Bengali,Middle,358.1
South India,Payasam,Diwali,Telugu,Upper,680.18
North India,Ladoo,Diwali,Urdu,Middle,168.53
North India,Barfi,Holi,Urdu,Lower,935.63
East India,Sandesh,Poila Baisakh,Odia,Middle,148.2
South India,Boondi Laddu,Ugadi,Telugu,Lower,922.58
East India,Rasgulla,Poila Baisakh,Odia,Upper,959.05
West India,Ladoo,Ganesh Chaturthi,Marathi,Upper,471.68
North India,Barfi,Baisakhi,Urdu,Lower,550.63
North India,Gulab Jamun,Holi,Punjabi,Middle,300.74
South India,Mysore Pak,Onam,Malayalam,Lower,279.92
North India,Rasgulla,Diwali,Punjabi,Lower,564.38
South India,Boondi Laddu,Diwali,Malayalam,Lower,427.87
North India,Rasgulla,Baisakhi,Punjabi,Upper,728.87
East India,Pitha,Makar Sankranti,Bengali,Lower,856.09
West India,Mohanthal,Navratri,Gujarati,Upper,857.57
South India,Payasam,Onam,Tamil,Lower,994.38
North India,Barfi,Holi,Punjabi,Middle,325.53
North India,Gulab Jamun,Holi,Punjabi,Upper,227.61
South India,Mysore Pak,Pongal,Kannada,Upper,427.17
East India,Chhena Poda,Poila Baisakh,Assamese,Lower,875.74
East India,Pitha,Makar Sankranti,Assamese,Middle,219.43
North India,Ladoo,Holi,Urdu,Middle,731.51
South India,Mysore Pak,Ugadi,Malayalam,Lower,572.72
North India,Rasgulla,Diwali,Hindi,Upper,481.89
East India,Pitha,Rath Yatra,Bengali,Upper,369.94
West India,Puran Poli,Navratri,Konkani,Lower,773.98
West India,Puran Poli,Diwali,Konkani,Middle,735.6
North India,Ladoo,Baisakhi,Punjabi,Upper,212.99
South India,Payasam,Onam,Tamil,Lower,802.2
South India,Kozhukattai,Pongal,Malayalam,Upper,188.52
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,180.5
West India,Ladoo,Ganesh Chaturthi,Gujarati,Middle,810.72
East India,Rasgulla,Durga Puja,Bengali,Lower,927.91
West India,Mohanthal,Navratri,Gujarati,Upper,289.35
South India,Boondi Laddu,Diwali,Tamil,Lower,826.49
East India,Pitha,Rath Yatra,Assamese,Upper,163.66
West India,Ladoo,Gudi Padwa,Gujarati,Middle,379.7
North India,Rasgulla,Baisakhi,Urdu,Upper,802.79
North India,Rasgulla,Holi,Urdu,Middle,127.18
East India,Chhena Poda,Durga Puja,Bengali,Lower,602.16
South India,Payasam,Ugadi,Tamil,Lower,952.64
North India,Barfi,Baisakhi,Hindi,Middle,428.39
North India,Ladoo,Baisakhi,Punjabi,Lower,857.62
South India,Mysore Pak,Diwali,Telugu,Upper,969.73
West India,Ladoo,Navratri,Konkani,Lower,787.31
West India,Mohanthal,Gudi Padwa,Konkani,Middle,169.5
West India,Puran Poli,Navratri,Konkani,Middle,762.72
East India,Pitha,Makar Sankranti,Bengali,Middle,625.68
North India,Barfi,Karva Chauth,Hindi,Lower,555.56
West India,Mohanthal,Diwali,Gujarati,Lower,503.78
North India,Gulab Jamun,Karva Chauth,Punjabi,Middle,128.62
East India,Pitha,Makar Sankranti,Bengali,Middle,380.57
North India,Barfi,Baisakhi,Hindi,Upper,172.93
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,570.55
South India,Mysore Pak,Diwali,Kannada,Upper,144.01
East India,Sandesh,Rath Yatra,Assamese,Lower,530.55
South India,Boondi Laddu,Onam,Kannada,Upper,175.94
West India,Mohanthal,Gudi Padwa,Konkani,Lower,142.66
East India,Chhena Poda,Rath Yatra,Odia,Middle,883.82
West India,Shrikhand,Gudi Padwa,Marathi,Lower,807.07
North India,Rasgulla,Diwali,Hindi,Middle,746.49
North India,Ladoo,Baisakhi,Punjabi,Upper,100.02
West India,Puran Poli,Ganesh Chaturthi,Marathi,Lower,825.35
East India,Chhena Poda,Rath Yatra,Assamese,Lower,804.75
East India,Sandesh,Durga Puja,Assamese,Lower,760.98
North India,Barfi,Diwali,Punjabi,Lower,358.74
East India,Chhena Poda,Poila Baisakh,Bengali,Upper,107.21
East India,Rasgulla,Rath Yatra,Bengali,Middle,878.27
North India,Gulab Jamun,Holi,Urdu,Lower,270.25
West India,Puran Poli,Ganesh Chaturthi,Konkani,Middle,570.85
South India,Kozhukattai,Ugadi,Tamil,Upper,144.95
East India,Sandesh,Makar Sankranti,Odia,Upper,419.44
East India,Chhena Poda,Poila Baisakh,Assamese,Middle,547.91
North India,Gulab Jamun,Karva Chauth,Punjabi,Upper,583.2
North India,Rasgulla,Diwali,Hindi,Lower,766.11
North India,Rasgulla,Baisakhi,Punjabi,Middle,300.49
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Lower,982.72
North India,Ladoo,Diwali,Urdu,Upper,824.25
South India,Mysore Pak,Diwali,Malayalam,Middle,676.76
East India,Rasgulla,Makar Sankranti,Assamese,Upper,210.4
East India,Chhena Poda,Durga Puja,Bengali,Upper,188.09
East India,Sandesh,Rath Yatra,Bengali,Middle,874.97
North India,Rasgulla,Karva Chauth,Hindi,Middle,606.47
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,979.17
West India,Shrikhand,Navratri,Gujarati,Middle,120.39
North India,Barfi,Karva Chauth,Urdu,Middle,168.41
East India,Pitha,Durga Puja,Bengali,Upper,330.48
South India,Boondi Laddu,Pongal,Kannada,Upper,148.56
South India,Kozhukattai,Onam,Malayalam,Upper,139.95
East India,Sandesh,Makar Sankranti,Odia,Upper,893.99
North India,Ladoo,Holi,Hindi,Middle,644.75
West India,Puran Poli,Diwali,Marathi,Lower,515.08
West India,Ladoo,Gudi Padwa,Gujarati,Upper,541.6
West India,Mohanthal,Navratri,Konkani,Upper,835.93
North India,Barfi,Karva Chauth,Hindi,Middle,149.85
North India,Ladoo,Diwali,Urdu,Lower,305.97
North India,Barfi,Diwali,Hindi,Middle,666.34
North India,Rasgulla,Holi,Hindi,Lower,194.63
East India,Pitha,Makar Sankranti,Bengali,Lower,788.86
East India,Chhena Poda,Rath Yatra,Odia,Lower,378.24
South India,Kozhukattai,Diwali,Telugu,Lower,398.74
East India,Sandesh,Rath Yatra,Bengali,Upper,951.75
East India,Sandesh,Poila Baisakh,Assamese,Lower,417.46
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Lower,900.33
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Middle,654.64
North India,Ladoo,Diwali,Hindi,Upper,849.7
West India,Shrikhand,Ganesh Chaturthi,Konkani,Upper,984.85
South India,Boondi Laddu,Onam,Kannada,Lower,493.77
North India,Gulab Jamun,Holi,Urdu,Upper,815.04
East India,Rasgulla,Durga Puja,Assamese,Middle,387.61
North India,Ladoo,Baisakhi,Hindi,Upper,358.89
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,316.63
East India,Rasgulla,Rath Yatra,Odia,Middle,753.96
East India,Pitha,Durga Puja,Odia,Lower,166.3
South India,Payasam,Ugadi,Kannada,Middle,825.29
South India,Payasam,Ugadi,Malayalam,Lower,499.88
West India,Mohanthal,Navratri,Konkani,Middle,998.68
West India,Ladoo,Ganesh Chaturthi,Marathi,Middle,184.03
South India,Kozhukattai,Onam,Tamil,Upper,439.54
East India,Sandesh,Poila Baisakh,Bengali,Middle,887.64
West India,Ladoo,Gudi Padwa,Marathi,Middle,731.08
West India,Shrikhand,Diwali,Marathi,Lower,353.44
North India,Ladoo,Holi,Hindi,Upper,551.47
South India,Payasam,Pongal,Kannada,Middle,666.55
West India,Ladoo,Navratri,Marathi,Lower,557.56
West India,Ladoo,Navratri,Marathi,Middle,589.87
North India,Barfi,Holi,Hindi,Lower,828.36
West India,Puran Poli,Diwali,Marathi,Middle,618.63
South India,Payasam,Diwali,Tamil,Lower,329.14
West India,Ladoo,Navratri,Marathi,Lower,638.29
South India,Mysore Pak,Diwali,Kannada,Lower,492.12
West India,Puran Poli,Gudi Padwa,Gujarati,Lower,741.22
South India,Payasam,Ugadi,Kannada,Upper,601.64
North India,Ladoo,Holi,Urdu,Middle,199.66
East India,Rasgulla,Makar Sankranti,Odia,Middle,960.97
East India,Sandesh,Durga Puja,Odia,Middle,925.39
East India,Rasgulla,Durga Puja,Assamese,Lower,787.23
North India,Rasgulla,Karva Chauth,Hindi,Upper,647.64
North India,Gulab Jamun,Holi,Punjabi,Upper,355.77
North India,Barfi,Diwali,Hindi,Upper,976.27
West India,Shrikhand,Diwali,Marathi,Lower,120.57
West India,Puran Poli,Gudi Padwa,Marathi,Upper,996.06
South India,Kozhukattai,Onam,Telugu,Upper,272.17
South India,Kozhukattai,Onam,Tamil,Middle,252.44
South India,Kozhukattai,Ugadi,Telugu,Middle,774.68
East India,Sandesh,Rath Yatra,Odia,Upper,319.46
West India,Puran Poli,Diwali,Gujarati,Upper,879.03
East India,Chhena Poda,Makar Sankranti,Bengali,Lower,714.72
East India,Rasgulla,Durga Puja,Assamese,Lower,250.93
South India,Kozhukattai,Ugadi,Tamil,Middle,721.77
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,464.5
South India,Payasam,Ugadi,Telugu,Middle,123.5
East India,Chhena Poda,Makar Sankranti,Assamese,Middle,902.37
West India,Ladoo,Ganesh Chaturthi,Gujarati,Upper,621.82
West India,Ladoo,Diwali,Marathi,Upper,228.04
South India,Boondi Laddu,Pongal,Telugu,Lower,391.95
North India,Barfi,Holi,Urdu,Lower,709.65
East India,Pitha,Durga Puja,Assamese,Lower,251.95
South India,Kozhukattai,Diwali,Telugu,Middle,723.58
South India,Mysore Pak,Onam,Kannada,Lower,951.11
North India,Rasgulla,Holi,Punjabi,Middle,448.68
North India,Barfi,Karva Chauth,Hindi,Lower,714.88
West India,Mohanthal,Diwali,Gujarati,Lower,232.38
West India,Puran Poli,Navratri,Marathi,Middle,906.47
North India,Rasgulla,Diwali,Hindi,Middle,655.67
North India,Gulab Jamun,Karva Chauth,Urdu,Lower,793.63
West India,Ladoo,Diwali,Marathi,Middle,172.72
East India,Chhena Poda,Makar Sankranti,Assamese,Lower,902.64
West India,Mohanthal,Navratri,Marathi,Lower,864.45
South India,Payasam,Ugadi,Kannada,Upper,582.83
East India,Chhena Poda,Durga Puja,Odia,Upper,819.83
East India,Pitha,Durga Puja,Bengali,Upper,104.39
South India,Payasam,Onam,Kannada,Upper,527.21
South India,Boondi Laddu,Onam,Telugu,Middle,608.69
West India,Puran Poli,Ganesh Chaturthi,Marathi,Middle,389.44
South India,Boondi Laddu,Pongal,Telugu,Upper,401.97
South India,Boondi Laddu,Pongal,Telugu,Middle,781.96
South India,Payasam,Ugadi,Kannada,Upper,596.65
North India,Barfi,Holi,Hindi,Lower,106.67
East India,Pitha,Makar Sankranti,Assamese,Middle,937.95
East India,Rasgulla,Durga Puja,Odia,Upper,301.71
South India,Boondi Laddu,Diwali,Kannada,Middle,273.92
West India,Mohanthal,Navratri,Konkani,Upper,962.05
North India,Barfi,Holi,Punjabi,Middle,747.53
South India,Mysore Pak,Onam,Tamil,Lower,119.67
South India,Payasam,Ugadi,Kannada,Upper,130.31
West India,Ladoo,Diwali,Marathi,Upper,628.12
North India,Gulab Jamun,Karva Chauth,Punjabi,Lower,193.9
West India,Shrikhand,Navratri,Konkani,Lower,118.39
South India,Payasam,Diwali,Tamil,Upper,984.64
North India,Barfi,Holi,Hindi,Lower,682.69
North India,Barfi,Baisakhi,Urdu,Lower,874.37
East India,Rasgulla,Rath Yatra,Assamese,Middle,101.94
East India,Sandesh,Durga Puja,Bengali,Lower,498.05
East India,Sandesh,Poila Baisakh,Assamese,Lower,326.91
North India,Gulab Jamun,Diwali,Punjabi,Lower,562.41
North India,Ladoo,Karva Chauth,Hindi,Lower,729.95
North India,Ladoo,Holi,Punjabi,Middle,208.28
North India,Rasgulla,Diwali,Hindi,Middle,807.14
West India,Ladoo,Navratri,Gujarati,Upper,585.25
South India,Mysore Pak,Ugadi,Telugu,Middle,354.6
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Lower,625.09
West India,Puran Poli,Navratri,Marathi,Upper,884.82
East India,Pitha,Poila Baisakh,Assamese,Lower,472.57
North India,Rasgulla,Diwali,Hindi,Upper,441.09
East India,Rasgulla,Durga Puja,Assamese,Lower,280.84
North India,Ladoo,Baisakhi,Hindi,Upper,374.25
North India,Rasgulla,Baisakhi,Urdu,Middle,573.39
South India,Payasam,Ugadi,Kannada,Lower,292.73
North India,Ladoo,Baisakhi,Urdu,Upper,875.27
East India,Pitha,Durga Puja,Odia,Lower,864.27
South India,Mysore Pak,Onam,Telugu,Lower,611.49
South India,Mysore Pak,Ugadi,Tamil,Upper,515.31
East India,Chhena Poda,Poila Baisakh,Assamese,Middle,659.52
North India,Gulab Jamun,Holi,Punjabi,Upper,695.78
South India,Payasam,Diwali,Kannada,Middle,309.76
West India,Shrikhand,Navratri,Gujarati,Upper,635.36
North India,Rasgulla,Diwali,Hindi,Lower,601.57
South India,Mysore Pak,Ugadi,Malayalam,Middle,945.04
West India,Ladoo,Ganesh Chaturthi,Gujarati,Middle,552.23
South India,Kozhukattai,Pongal,Kannada,Upper,572.64
South India,Boondi Laddu,Pongal,Kannada,Middle,680.74
South India,Mysore Pak,Onam,Tamil,Middle,750.75
East India,Rasgulla,Durga Puja,Bengali,Middle,304.89
South India,Boondi Laddu,Onam,Malayalam,Lower,721.01
South India,Boondi Laddu,Onam,Malayalam,Middle,821.4
East India,Chhena Poda,Makar Sankranti,Odia,Middle,911.05
East India,Sandesh,Poila Baisakh,Assamese,Lower,787.23
North India,Rasgulla,Karva Chauth,Hindi,Middle,345.72
North India,Gulab Jamun,Baisakhi,Punjabi,Middle,331.85
North India,Rasgulla,Holi,Punjabi,Upper,357.47
West India,Shrikhand,Gudi Padwa,Gujarati,Lower,128.94
North India,Barfi,Baisakhi,Urdu,Upper,880.15
East India,Chhena Poda,Rath Yatra,Bengali,Middle,165.68
East India,Chhena Poda,Durga Puja,Odia,Upper,845.74
North India,Rasgulla,Diwali,Hindi,Upper,320.49
East India,Rasgulla,Makar Sankranti,Odia,Lower,527.05
East India,Rasgulla,Poila Baisakh,Assamese,Upper,308.67
West India,Shrikhand,Gudi Padwa,Marathi,Lower,502.58
East India,Rasgulla,Durga Puja,Assamese,Upper,631.3
East India,Chhena Poda,Rath Yatra,Odia,Lower,524.32
North India,Barfi,Baisakhi,Hindi,Upper,517.07
West India,Shrikhand,Diwali,Konkani,Lower,693.11
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,266.12
South India,Mysore Pak,Onam,Telugu,Middle,596.63
South India,Payasam,Onam,Tamil,Upper,384.57
South India,Payasam,Pongal,Kannada,Middle,390.18
North India,Rasgulla,Karva Chauth,Urdu,Upper,667.57
North India,Gulab Jamun,Baisakhi,Hindi,Middle,810.58
East India,Chhena Poda,Durga Puja,Assamese,Upper,202.79
North India,Rasgulla,Diwali,Hindi,Middle,731.83
North India,Gulab Jamun,Baisakhi,Punjabi,Middle,507.78
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,616.63
South India,Mysore Pak,Onam,Malayalam,Middle,286.97
South India,Kozhukattai,Pongal,Telugu,Upper,627.01
West India,Shrikhand,Gudi Padwa,Gujarati,Upper,842.56
West India,Puran Poli,Diwali,Konkani,Upper,588.45
West India,Shrikhand,Gudi Padwa,Gujarati,Lower,103.9
East India,Rasgulla,Makar Sankranti,Odia,Lower,699.36
South India,Kozhukattai,Diwali,Telugu,Middle,113.66
South India,Mysore Pak,Ugadi,Malayalam,Lower,604.59
East India,Sandesh,Rath Yatra,Assamese,Lower,753.76
North India,Gulab Jamun,Karva Chauth,Urdu,Middle,922.46
North India,Barfi,Baisakhi,Hindi,Upper,251.92
South India,Kozhukattai,Ugadi,Malayalam,Middle,794.06
